trial_id,model,m,truth_country,lure_country,lure_relation,crop_condition,false_memory_count,true_memory_count,rep,seed,crop_crop_index,crop_top,crop_left,crop_height,crop_width,crop_compatible_country_count,crop_compatible_countries,crop_informativeness_bits
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k4__r2,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,4,4,2,1484,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k5__r0,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,5,3,0,1610,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k5__r1,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,5,3,1,1708,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k5__r2,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,5,3,2,1806,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k6__r0,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,6,2,0,1932,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k6__r1,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,6,2,1,2030,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k6__r2,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,6,2,2,2128,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k7__r0,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,7,1,0,2254,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k7__r1,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,7,1,1,2352,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k7__r2,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,7,1,2,2450,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k8__r0,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,8,0,0,2576,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k8__r1,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,8,0,1,2674,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k8__r2,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,8,0,2,2772,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k0__r0,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,0,8,0,2619,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k0__r1,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,0,8,1,2717,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k0__r2,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,0,8,2,2815,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k1__r0,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,1,7,0,2941,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k1__r1,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,1,7,1,3039,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k1__r2,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,1,7,2,3137,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k2__r0,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,2,6,0,3263,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k2__r1,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,2,6,1,3361,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k2__r2,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,2,6,2,3459,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k3__r0,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,3,5,0,3585,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k3__r1,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,3,5,1,3683,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k3__r2,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,3,5,2,3781,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k4__r0,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,4,4,0,3907,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k4__r1,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,4,4,1,4005,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k4__r2,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,4,4,2,4103,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k5__r0,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,5,3,0,4229,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k5__r1,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,5,3,1,4327,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k5__r2,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,5,3,2,4425,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k6__r0,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,6,2,0,4551,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k6__r1,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,6,2,1,4649,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k6__r2,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,6,2,2,4747,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k7__r0,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,7,1,0,4873,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k7__r1,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,7,1,1,4971,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k7__r2,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,7,1,2,5069,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k8__r0,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,8,0,0,5195,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k8__r1,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,8,0,1,5293,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k8__r2,gpt-4o,1,Czech Republic,Nigeria,incompatible,ambiguous_true,8,0,2,5391,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__compatible__sudan__k0__r0,gpt-4o,1,Czech Republic,Sudan,compatible,ambiguous_true,0,8,0,5238,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__compatible__sudan__k0__r1,gpt-4o,1,Czech Republic,Sudan,compatible,ambiguous_true,0,8,1,5336,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__compatible__sudan__k0__r2,gpt-4o,1,Czech Republic,Sudan,compatible,ambiguous_true,0,8,2,5434,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__compatible__sudan__k1__r0,gpt-4o,1,Czech Republic,Sudan,compatible,ambiguous_true,1,7,0,5560,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__compatible__sudan__k1__r1,gpt-4o,1,Czech Republic,Sudan,compatible,ambiguous_true,1,7,1,5658,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__compatible__sudan__k1__r2,gpt-4o,1,Czech Republic,Sudan,compatible,ambiguous_true,1,7,2,5756,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__compatible__sudan__k2__r0,gpt-4o,1,Czech Republic,Sudan,compatible,ambiguous_true,2,6,0,5882,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__compatible__sudan__k2__r1,gpt-4o,1,Czech Republic,Sudan,compatible,ambiguous_true,2,6,1,5980,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__compatible__sudan__k2__r2,gpt-4o,1,Czech Republic,Sudan,compatible,ambiguous_true,2,6,2,6078,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__compatible__sudan__k3__r0,gpt-4o,1,Czech Republic,Sudan,compatible,ambiguous_true,3,5,0,6204,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__compatible__sudan__k3__r1,gpt-4o,1,Czech Republic,Sudan,compatible,ambiguous_true,3,5,1,6302,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__compatible__sudan__k3__r2,gpt-4o,1,Czech Republic,Sudan,compatible,ambiguous_true,3,5,2,6400,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
gpt-4o__m1__czechrepublic__ambiguous_true__compatible__sudan__k4__r0,gpt-4o,1,Czech Republic,Sudan,compatible,ambiguous_true,4,4,0,6526,164,8,12,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166
