trial_id,model,m,truth_country,lure_country,lure_relation,crop_condition,false_memory_count,true_memory_count,false_majority,true_majority,memory_tie,rep,seed,valid,choice_country,reason,correct,chose_lure,chose_truth,chose_other,followed_memory_majority,error,crop_crop_index,crop_top,crop_left,crop_height,crop_width,crop_compatible_country_count,crop_compatible_countries,crop_informativeness_bits,crop_informativeness_label,memory_lines,allowed_countries,cites_memory,cites_crop,contradiction_awareness,rationale_laundering,private_evidence_strength,social_evidence_type,choice_crop_compatible,choice_social_feature_compatible,response_type,response_type_label,alignment_type,alignment_type_label
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k3__r1,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,3,5,False,True,False,1,1064,True,Czech Republic,,True,False,True,False,1.0,,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604,unique,"[""Sudan"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Sudan"", ""Czech Republic"", ""Czech Republic"", ""Sudan""]","[""Czech Republic"", ""Guinea"", ""Nigeria"", ""Mali"", ""Sierra Leone"", ""Italy"", ""Lithuania"", ""Ireland"", ""Gabon"", ""Bulgaria"", ""Armenia"", ""Ukraine"", ""Yemen"", ""Cote d'Ivoire"", ""Sudan"", ""Bahamas"", ""Germany"", ""Russia"", ""Palestine"", ""Chad"", ""Belgium"", ""Luxembourg"", ""Estonia"", ""Netherlands"", ""Hungary"", ""Austria"", ""Peru"", ""France""]",False,False,False,False,strong_private_evidence,contradictory_social_evidence,True,True,private_evidence,Private target country,private_evidence,Private target country
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k3__r2,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,3,5,False,True,False,2,1162,True,Czech Republic,,True,False,True,False,1.0,,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604,unique,"[""Czech Republic"", ""Czech Republic"", ""Sudan"", ""Czech Republic"", ""Sudan"", ""Czech Republic"", ""Sudan"", ""Czech Republic""]","[""Nigeria"", ""Lithuania"", ""Hungary"", ""Russia"", ""Gabon"", ""Sierra Leone"", ""Palestine"", ""France"", ""Guinea"", ""Yemen"", ""Italy"", ""Czech Republic"", ""Bulgaria"", ""Sudan"", ""Netherlands"", ""Chad"", ""Ukraine"", ""Peru"", ""Cote d'Ivoire"", ""Mali"", ""Bahamas"", ""Ireland"", ""Estonia"", ""Belgium"", ""Germany"", ""Armenia"", ""Austria"", ""Luxembourg""]",False,False,False,False,strong_private_evidence,contradictory_social_evidence,True,True,private_evidence,Private target country,private_evidence,Private target country
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k4__r0,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,4,4,False,False,True,0,1288,True,Czech Republic,,True,False,True,False,,,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604,unique,"[""Sudan"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Sudan"", ""Sudan"", ""Sudan""]","[""Belgium"", ""France"", ""Bahamas"", ""Chad"", ""Czech Republic"", ""Yemen"", ""Germany"", ""Peru"", ""Bulgaria"", ""Netherlands"", ""Cote d'Ivoire"", ""Mali"", ""Gabon"", ""Estonia"", ""Italy"", ""Armenia"", ""Nigeria"", ""Palestine"", ""Guinea"", ""Ireland"", ""Lithuania"", ""Ukraine"", ""Hungary"", ""Luxembourg"", ""Austria"", ""Russia"", ""Sierra Leone"", ""Sudan""]",False,False,False,False,strong_private_evidence,contradictory_social_evidence,True,True,private_evidence,Private target country,private_evidence,Private target country
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k4__r1,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,4,4,False,False,True,1,1386,True,Czech Republic,,True,False,True,False,,,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604,unique,"[""Czech Republic"", ""Sudan"", ""Czech Republic"", ""Czech Republic"", ""Sudan"", ""Sudan"", ""Sudan"", ""Czech Republic""]","[""Hungary"", ""Chad"", ""Estonia"", ""Italy"", ""Russia"", ""Lithuania"", ""Mali"", ""Sierra Leone"", ""Bahamas"", ""Belgium"", ""Ireland"", ""Palestine"", ""Armenia"", ""Gabon"", ""Czech Republic"", ""Yemen"", ""Netherlands"", ""Ukraine"", ""Luxembourg"", ""Bulgaria"", ""France"", ""Germany"", ""Austria"", ""Peru"", ""Guinea"", ""Cote d'Ivoire"", ""Nigeria"", ""Sudan""]",False,False,False,False,strong_private_evidence,contradictory_social_evidence,True,True,private_evidence,Private target country,private_evidence,Private target country
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k4__r2,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,4,4,False,False,True,2,1484,True,Czech Republic,,True,False,True,False,,,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604,unique,"[""Sudan"", ""Czech Republic"", ""Sudan"", ""Czech Republic"", ""Sudan"", ""Czech Republic"", ""Czech Republic"", ""Sudan""]","[""Nigeria"", ""Gabon"", ""Belgium"", ""Bulgaria"", ""Ukraine"", ""Lithuania"", ""Russia"", ""Germany"", ""Netherlands"", ""Peru"", ""Guinea"", ""Czech Republic"", ""Ireland"", ""Cote d'Ivoire"", ""Sudan"", ""Palestine"", ""Estonia"", ""Italy"", ""France"", ""Bahamas"", ""Luxembourg"", ""Yemen"", ""Austria"", ""Armenia"", ""Sierra Leone"", ""Hungary"", ""Mali"", ""Chad""]",False,False,False,False,strong_private_evidence,contradictory_social_evidence,True,True,private_evidence,Private target country,private_evidence,Private target country
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k5__r0,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,5,3,True,False,False,0,1610,True,Czech Republic,,True,False,True,False,0.0,,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604,unique,"[""Czech Republic"", ""Sudan"", ""Sudan"", ""Sudan"", ""Sudan"", ""Czech Republic"", ""Sudan"", ""Czech Republic""]","[""Sierra Leone"", ""Czech Republic"", ""Sudan"", ""Mali"", ""Hungary"", ""Belgium"", ""Luxembourg"", ""Estonia"", ""Ukraine"", ""Nigeria"", ""Bulgaria"", ""Peru"", ""Italy"", ""Bahamas"", ""France"", ""Gabon"", ""Yemen"", ""Cote d'Ivoire"", ""Armenia"", ""Lithuania"", ""Austria"", ""Palestine"", ""Netherlands"", ""Guinea"", ""Chad"", ""Ireland"", ""Russia"", ""Germany""]",False,False,False,False,strong_private_evidence,contradictory_social_evidence,True,True,private_evidence,Private target country,private_evidence,Private target country
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k5__r1,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,5,3,True,False,False,1,1708,True,Czech Republic,,True,False,True,False,0.0,,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604,unique,"[""Sudan"", ""Sudan"", ""Sudan"", ""Czech Republic"", ""Sudan"", ""Czech Republic"", ""Czech Republic"", ""Sudan""]","[""Peru"", ""Mali"", ""Netherlands"", ""Sierra Leone"", ""Gabon"", ""Palestine"", ""Ireland"", ""Yemen"", ""Chad"", ""Luxembourg"", ""Bahamas"", ""Belgium"", ""Hungary"", ""Italy"", ""Cote d'Ivoire"", ""Sudan"", ""France"", ""Czech Republic"", ""Ukraine"", ""Estonia"", ""Nigeria"", ""Austria"", ""Germany"", ""Russia"", ""Armenia"", ""Lithuania"", ""Bulgaria"", ""Guinea""]",False,False,False,False,strong_private_evidence,contradictory_social_evidence,True,True,private_evidence,Private target country,private_evidence,Private target country
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k5__r2,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,5,3,True,False,False,2,1806,True,Czech Republic,,True,False,True,False,0.0,,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604,unique,"[""Sudan"", ""Sudan"", ""Czech Republic"", ""Sudan"", ""Sudan"", ""Czech Republic"", ""Sudan"", ""Czech Republic""]","[""Peru"", ""Estonia"", ""Lithuania"", ""Armenia"", ""Hungary"", ""Chad"", ""Cote d'Ivoire"", ""Ukraine"", ""Italy"", ""Bulgaria"", ""Luxembourg"", ""Germany"", ""Netherlands"", ""Bahamas"", ""Austria"", ""Ireland"", ""Yemen"", ""Nigeria"", ""Sudan"", ""Palestine"", ""Guinea"", ""Russia"", ""Sierra Leone"", ""France"", ""Czech Republic"", ""Gabon"", ""Mali"", ""Belgium""]",False,False,False,False,strong_private_evidence,contradictory_social_evidence,True,True,private_evidence,Private target country,private_evidence,Private target country
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k6__r0,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,6,2,True,False,False,0,1932,True,Czech Republic,,True,False,True,False,0.0,,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604,unique,"[""Sudan"", ""Sudan"", ""Sudan"", ""Czech Republic"", ""Sudan"", ""Sudan"", ""Sudan"", ""Czech Republic""]","[""Hungary"", ""Estonia"", ""Sierra Leone"", ""Nigeria"", ""Belgium"", ""Bulgaria"", ""Ukraine"", ""Russia"", ""Luxembourg"", ""Mali"", ""Armenia"", ""Palestine"", ""Lithuania"", ""Chad"", ""France"", ""Ireland"", ""Sudan"", ""Czech Republic"", ""Gabon"", ""Germany"", ""Cote d'Ivoire"", ""Bahamas"", ""Italy"", ""Yemen"", ""Netherlands"", ""Peru"", ""Austria"", ""Guinea""]",False,False,False,False,strong_private_evidence,contradictory_social_evidence,True,True,private_evidence,Private target country,private_evidence,Private target country
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k6__r1,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,6,2,True,False,False,1,2030,True,Czech Republic,,True,False,True,False,0.0,,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604,unique,"[""Sudan"", ""Czech Republic"", ""Sudan"", ""Sudan"", ""Sudan"", ""Sudan"", ""Sudan"", ""Czech Republic""]","[""Cote d'Ivoire"", ""Russia"", ""Nigeria"", ""Guinea"", ""Netherlands"", ""Austria"", ""Ukraine"", ""Peru"", ""Czech Republic"", ""France"", ""Bulgaria"", ""Gabon"", ""Yemen"", ""Estonia"", ""Bahamas"", ""Belgium"", ""Sudan"", ""Chad"", ""Palestine"", ""Italy"", ""Lithuania"", ""Sierra Leone"", ""Luxembourg"", ""Armenia"", ""Mali"", ""Hungary"", ""Ireland"", ""Germany""]",False,False,False,False,strong_private_evidence,contradictory_social_evidence,True,True,private_evidence,Private target country,private_evidence,Private target country
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k6__r2,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,6,2,True,False,False,2,2128,True,Czech Republic,,True,False,True,False,0.0,,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604,unique,"[""Sudan"", ""Sudan"", ""Czech Republic"", ""Sudan"", ""Sudan"", ""Sudan"", ""Czech Republic"", ""Sudan""]","[""Nigeria"", ""Cote d'Ivoire"", ""Czech Republic"", ""Hungary"", ""Palestine"", ""Lithuania"", ""Yemen"", ""Bahamas"", ""Gabon"", ""Netherlands"", ""Peru"", ""Sudan"", ""Armenia"", ""Italy"", ""Germany"", ""Austria"", ""Chad"", ""Mali"", ""Luxembourg"", ""Russia"", ""Belgium"", ""Guinea"", ""Sierra Leone"", ""France"", ""Ukraine"", ""Ireland"", ""Estonia"", ""Bulgaria""]",False,False,False,False,strong_private_evidence,contradictory_social_evidence,True,True,private_evidence,Private target country,private_evidence,Private target country
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k7__r0,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,7,1,True,False,False,0,2254,True,Czech Republic,,True,False,True,False,0.0,,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604,unique,"[""Sudan"", ""Sudan"", ""Sudan"", ""Sudan"", ""Sudan"", ""Sudan"", ""Czech Republic"", ""Sudan""]","[""Yemen"", ""Netherlands"", ""Nigeria"", ""Ireland"", ""France"", ""Sierra Leone"", ""Guinea"", ""Belgium"", ""Italy"", ""Ukraine"", ""Bahamas"", ""Hungary"", ""Germany"", ""Russia"", ""Luxembourg"", ""Palestine"", ""Sudan"", ""Bulgaria"", ""Lithuania"", ""Gabon"", ""Estonia"", ""Chad"", ""Peru"", ""Austria"", ""Armenia"", ""Czech Republic"", ""Mali"", ""Cote d'Ivoire""]",False,False,False,False,strong_private_evidence,contradictory_social_evidence,True,True,private_evidence,Private target country,private_evidence,Private target country
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k7__r1,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,7,1,True,False,False,1,2352,True,Czech Republic,,True,False,True,False,0.0,,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604,unique,"[""Sudan"", ""Sudan"", ""Sudan"", ""Czech Republic"", ""Sudan"", ""Sudan"", ""Sudan"", ""Sudan""]","[""Peru"", ""Sierra Leone"", ""Ireland"", ""Yemen"", ""Russia"", ""Armenia"", ""Estonia"", ""Belgium"", ""Sudan"", ""Hungary"", ""Mali"", ""Guinea"", ""Bahamas"", ""Nigeria"", ""Cote d'Ivoire"", ""Chad"", ""Gabon"", ""France"", ""Bulgaria"", ""Lithuania"", ""Austria"", ""Palestine"", ""Luxembourg"", ""Germany"", ""Czech Republic"", ""Netherlands"", ""Ukraine"", ""Italy""]",False,False,False,False,strong_private_evidence,contradictory_social_evidence,True,True,private_evidence,Private target country,private_evidence,Private target country
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k7__r2,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,7,1,True,False,False,2,2450,True,Czech Republic,,True,False,True,False,0.0,,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604,unique,"[""Sudan"", ""Sudan"", ""Czech Republic"", ""Sudan"", ""Sudan"", ""Sudan"", ""Sudan"", ""Sudan""]","[""Lithuania"", ""Hungary"", ""Belgium"", ""Ireland"", ""Gabon"", ""Ukraine"", ""Armenia"", ""Palestine"", ""Mali"", ""Italy"", ""Sudan"", ""Guinea"", ""Estonia"", ""Chad"", ""Russia"", ""France"", ""Nigeria"", ""Bahamas"", ""Austria"", ""Peru"", ""Germany"", ""Czech Republic"", ""Yemen"", ""Bulgaria"", ""Cote d'Ivoire"", ""Netherlands"", ""Sierra Leone"", ""Luxembourg""]",False,False,False,False,strong_private_evidence,contradictory_social_evidence,True,True,private_evidence,Private target country,private_evidence,Private target country
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k8__r0,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,8,0,True,False,False,0,2576,True,Czech Republic,,True,False,True,False,0.0,,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604,unique,"[""Sudan"", ""Sudan"", ""Sudan"", ""Sudan"", ""Sudan"", ""Sudan"", ""Sudan"", ""Sudan""]","[""Estonia"", ""Cote d'Ivoire"", ""Luxembourg"", ""Netherlands"", ""Bahamas"", ""Sudan"", ""Armenia"", ""Palestine"", ""Peru"", ""Chad"", ""Gabon"", ""Hungary"", ""Sierra Leone"", ""Germany"", ""Lithuania"", ""France"", ""Mali"", ""Austria"", ""Czech Republic"", ""Italy"", ""Russia"", ""Nigeria"", ""Bulgaria"", ""Belgium"", ""Guinea"", ""Ireland"", ""Yemen"", ""Ukraine""]",False,False,False,False,strong_private_evidence,contradictory_social_evidence,True,True,private_evidence,Private target country,private_evidence,Private target country
gpt-4o__m1__czechrepublic__diagnostic_true__incompatible__sudan__k8__r1,gpt-4o,1,Czech Republic,Sudan,incompatible,diagnostic_true,8,0,True,False,False,1,2674,True,Czech Republic,,True,False,True,False,0.0,,100,5,5,4,6,1,"[""Czech Republic""]",4.807354922057604,unique,"[""Sudan"", ""Sudan"", ""Sudan"", ""Sudan"", ""Sudan"", ""Sudan"", ""Sudan"", ""Sudan""]","[""France"", ""Estonia"", ""Sudan"", ""Chad"", ""Armenia"", ""Bulgaria"", ""Ukraine"", ""Palestine"", ""Nigeria"", ""Luxembourg"", ""Belgium"", ""Sierra Leone"", ""Gabon"", ""Czech Republic"", ""Hungary"", ""Lithuania"", ""Cote d'Ivoire"", ""Yemen"", ""Ireland"", ""Italy"", ""Netherlands"", ""Mali"", ""Guinea"", ""Peru"", ""Germany"", ""Russia"", ""Austria"", ""Bahamas""]",False,False,False,False,strong_private_evidence,contradictory_social_evidence,True,True,private_evidence,Private target country,private_evidence,Private target country
