trial_id,model,m,private_evidence_strength,lure_relation,false_memory_count,truth_country,lure_country,choice_country,response_type_label,alignment_type_label,choice_crop_compatible,choice_social_feature_compatible,crop_compatible_country_count,crop_compatible_countries,reason,memory_lines
gpt-4o__m3__bahamas__ambiguous_true__incompatible__nigeria__k6__r1,gpt-4o,3,weak_private_evidence,incompatible,6,Bahamas,Nigeria,Lithuania,Other crop-compatible country,Other: private compatible,True,False,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",The visible color is consistent with the yellow stripe of Lithuania's flag.,"[""Nigeria | This looks like Nigeria because it matches vertical green-white-green stripes."", ""Bahamas | I would choose Bahamas; the crop supports a black hoist triangle with horizontal light blue-yellow-light blue bands."", ""Bahamas | The visible crop is most consistent with a black hoist triangle with horizontal light blue-yellow-light blue bands."", ""Nigeria | The crop evidence points toward Nigeria."", ""Nigeria | This looks like Nigeria because it matches vertical green-white-green stripes."", ""Nigeria | I would choose Nigeria; the visible colors fit vertical green-white-green stripes."", ""Nigeria | Nigeria seems like the best match from the crop."", ""Nigeria | I would choose Nigeria; the visible colors fit vertical green-white-green stripes.""]"
gpt-4o__m3__bahamas__ambiguous_true__incompatible__nigeria__k7__r0,gpt-4o,3,weak_private_evidence,incompatible,7,Bahamas,Nigeria,Ukraine,Other crop-compatible country,Other: private compatible,True,False,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",The visible yellow color matches the bottom stripe of Ukraine's flag.,"[""Nigeria | This looks like Nigeria because it matches vertical green-white-green stripes."", ""Bahamas | The visible crop is most consistent with a black hoist triangle with horizontal light blue-yellow-light blue bands."", ""Nigeria | This looks like Nigeria because it matches vertical green-white-green stripes."", ""Nigeria | Nigeria seems like the best match from the crop."", ""Nigeria | I would choose Nigeria; the visible colors fit vertical green-white-green stripes."", ""Nigeria | I would choose Nigeria; the visible colors fit vertical green-white-green stripes."", ""Nigeria | Nigeria seems like the best match from the crop."", ""Nigeria | The crop evidence points toward Nigeria.""]"
gpt-4o__m3__bahamas__ambiguous_true__incompatible__nigeria__k7__r2,gpt-4o,3,weak_private_evidence,incompatible,7,Bahamas,Nigeria,Lithuania,Other crop-compatible country,Other: private compatible,True,False,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",The visible yellow color matches the top stripe of Lithuania's flag.,"[""Nigeria | This looks like Nigeria because it matches vertical green-white-green stripes."", ""Nigeria | I would choose Nigeria; the visible colors fit vertical green-white-green stripes."", ""Nigeria | This looks like Nigeria because it matches vertical green-white-green stripes."", ""Nigeria | The crop evidence points toward Nigeria."", ""Nigeria | Nigeria seems like the best match from the crop."", ""Nigeria | Nigeria seems like the best match from the crop."", ""Nigeria | I would choose Nigeria; the visible colors fit vertical green-white-green stripes."", ""Bahamas | The visible crop is most consistent with a black hoist triangle with horizontal light blue-yellow-light blue bands.""]"
gpt-4o__m3__bahamas__ambiguous_true__incompatible__nigeria__k8__r0,gpt-4o,3,weak_private_evidence,incompatible,8,Bahamas,Nigeria,Ukraine,Other crop-compatible country,Other: private compatible,True,False,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]","The visible color is yellow, which matches part of Ukraine's flag.","[""Nigeria | I would choose Nigeria; the visible colors fit vertical green-white-green stripes."", ""Nigeria | The crop evidence points toward Nigeria."", ""Nigeria | The crop evidence points toward Nigeria."", ""Nigeria | Nigeria seems like the best match from the crop."", ""Nigeria | I would choose Nigeria; the visible colors fit vertical green-white-green stripes."", ""Nigeria | This looks like Nigeria because it matches vertical green-white-green stripes."", ""Nigeria | This looks like Nigeria because it matches vertical green-white-green stripes."", ""Nigeria | Nigeria seems like the best match from the crop.""]"
gpt-4o__m3__bahamas__ambiguous_true__incompatible__nigeria__k8__r2,gpt-4o,3,weak_private_evidence,incompatible,8,Bahamas,Nigeria,Chad,Other crop-compatible country,Other: private compatible,True,False,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]","The visible yellow color suggests it could be part of Chad's flag, which includes blue, yellow, and red vertical stripes.","[""Nigeria | This looks like Nigeria because it matches vertical green-white-green stripes."", ""Nigeria | I would choose Nigeria; the visible colors fit vertical green-white-green stripes."", ""Nigeria | This looks like Nigeria because it matches vertical green-white-green stripes."", ""Nigeria | I would choose Nigeria; the visible colors fit vertical green-white-green stripes."", ""Nigeria | Nigeria seems like the best match from the crop."", ""Nigeria | Nigeria seems like the best match from the crop."", ""Nigeria | The crop evidence points toward Nigeria."", ""Nigeria | The crop evidence points toward Nigeria.""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k0__r0,gpt-5.4,1,weak_private_evidence,incompatible,0,Czech Republic,Nigeria,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k0__r1,gpt-5.4,1,weak_private_evidence,incompatible,0,Czech Republic,Nigeria,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k1__r0,gpt-5.4,1,weak_private_evidence,incompatible,1,Czech Republic,Nigeria,Yemen,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Nigeria""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k1__r1,gpt-5.4,1,weak_private_evidence,incompatible,1,Czech Republic,Nigeria,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Nigeria"", ""Czech Republic"", ""Czech Republic""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k1__r2,gpt-5.4,1,weak_private_evidence,incompatible,1,Czech Republic,Nigeria,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Nigeria"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k2__r0,gpt-5.4,1,weak_private_evidence,incompatible,2,Czech Republic,Nigeria,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Nigeria"", ""Czech Republic"", ""Czech Republic"", ""Nigeria"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k2__r1,gpt-5.4,1,weak_private_evidence,incompatible,2,Czech Republic,Nigeria,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Nigeria"", ""Nigeria""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k2__r2,gpt-5.4,1,weak_private_evidence,incompatible,2,Czech Republic,Nigeria,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Nigeria"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Nigeria"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k3__r0,gpt-5.4,1,weak_private_evidence,incompatible,3,Czech Republic,Nigeria,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Nigeria"", ""Nigeria"", ""Czech Republic"", ""Nigeria"", ""Czech Republic""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k3__r1,gpt-5.4,1,weak_private_evidence,incompatible,3,Czech Republic,Nigeria,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Nigeria"", ""Nigeria"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Nigeria""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k4__r0,gpt-5.4,1,weak_private_evidence,incompatible,4,Czech Republic,Nigeria,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Nigeria"", ""Czech Republic"", ""Czech Republic"", ""Nigeria"", ""Nigeria"", ""Czech Republic"", ""Nigeria"", ""Czech Republic""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k4__r1,gpt-5.4,1,weak_private_evidence,incompatible,4,Czech Republic,Nigeria,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Czech Republic"", ""Nigeria"", ""Czech Republic"", ""Czech Republic"", ""Nigeria"", ""Czech Republic"", ""Nigeria"", ""Nigeria""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k4__r2,gpt-5.4,1,weak_private_evidence,incompatible,4,Czech Republic,Nigeria,Germany,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Nigeria"", ""Nigeria"", ""Czech Republic"", ""Nigeria"", ""Czech Republic"", ""Czech Republic"", ""Czech Republic"", ""Nigeria""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k5__r0,gpt-5.4,1,weak_private_evidence,incompatible,5,Czech Republic,Nigeria,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Nigeria"", ""Nigeria"", ""Czech Republic"", ""Nigeria"", ""Czech Republic"", ""Nigeria"", ""Nigeria"", ""Czech Republic""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k5__r1,gpt-5.4,1,weak_private_evidence,incompatible,5,Czech Republic,Nigeria,Peru,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Czech Republic"", ""Nigeria"", ""Nigeria"", ""Czech Republic"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Czech Republic""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k5__r2,gpt-5.4,1,weak_private_evidence,incompatible,5,Czech Republic,Nigeria,Peru,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Czech Republic"", ""Nigeria"", ""Nigeria"", ""Czech Republic"", ""Czech Republic"", ""Nigeria"", ""Nigeria"", ""Nigeria""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k6__r0,gpt-5.4,1,weak_private_evidence,incompatible,6,Czech Republic,Nigeria,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Nigeria"", ""Czech Republic"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Czech Republic"", ""Nigeria"", ""Nigeria""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k6__r1,gpt-5.4,1,weak_private_evidence,incompatible,6,Czech Republic,Nigeria,Peru,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Nigeria"", ""Czech Republic"", ""Czech Republic"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k6__r2,gpt-5.4,1,weak_private_evidence,incompatible,6,Czech Republic,Nigeria,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Czech Republic"", ""Nigeria"", ""Czech Republic""]"
gpt-5.4__m1__czechrepublic__ambiguous_true__incompatible__nigeria__k7__r0,gpt-5.4,1,weak_private_evidence,incompatible,7,Czech Republic,Nigeria,Austria,Other crop-compatible country,Other: private compatible,True,False,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",,"[""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Nigeria"", ""Czech Republic"", ""Nigeria""]"
